parent_topic_name,sub_topic_name,sub_topic_link,title_type,title,link,episode_series,episode_series_link,episode_number
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Kali Yuga and Ascension with Michael Cremo,/video/kali-yuga-and-ascension-michael-cremo,Open Minds,/series/open-minds,S9:Ep14
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,An Explosion of Cosmic Consciousness with William Henry,/video/explosion-cosmic-consciousness-william-henry,Beyond Belief,/series/beyond-belief,S7:Ep24
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Have Recent Solar Flares Opened Energy Portals?,/video/have-recent-solar-flares-opened-energy-portals,Gaia News,/series/gaia-news,S6:Ep16
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Lynch's Twin Peaks,/video/lynchs-twin-peaks,Hollywood Decoded,/series/hollywood-decoded,S1:Ep17
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Occult Origins of America with Mitch Horowitz,/video/occult-origins-america-mitch-horowitz,Open Minds,/series/open-minds,S8:Ep23
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Spielberg's Minority Report and A.I.,/video/spielbergs-minority-report-and-ai,Hollywood Decoded,/series/hollywood-decoded,S1:Ep8
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Science of Collective Consciousness Part 1,/video/science-collective-consciousness-part-1,Wisdom Teachings,/series/wisdom-teachings-0,S8:Ep9
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Genius of Einstein with Jeffrey Bennett,/video/genius-einstein-jeffrey-bennett,Beyond Belief,/series/beyond-belief,S3:Ep62
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Illuminating the Templars and the Maltese Cross Part 2,/video/illuminating-templars-and-maltese-cross-part-2,Wisdom Teachings,/series/wisdom-teachings-0,S12:Ep10
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Washington and the Third Temple of Solomon,/video/washington-and-third-temple-solomon,Arcanum,/series/arcanum,S1:Ep5
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,History of the Earth Part 2,/video/history-earth-part-2,Flower of Life,/series/flower-life,S1:Ep9
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Unlocking Paranormal Abilities with Jeffrey Mishlove,/video/unlocking-paranormal-abilities-jeffrey-mishlove,Beyond Belief,/series/beyond-belief,S5:Ep7
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Mathematics: The Alphabet of God with Marty Leeds,/video/mathematics-alphabet-god-marty-leeds,Open Minds,/series/open-minds,S9:Ep12
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Shaping the Genetic Expression of Life,/video/shaping-genetic-expression-life,Wisdom Teachings,/series/wisdom-teachings-0,S17:Ep11
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Higher Self,/video/higher-self-0,Flower of Life,/series/flower-life,S1:Ep32
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Geometry within the Human Body,/video/geometry-within-human-body,Flower of Life,/series/flower-life,S1:Ep13
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Lucas's Star Wars Trilogy,/video/lucass-star-wars-trilogy,Hollywood Decoded,/series/hollywood-decoded,S1:Ep14
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Surfing the Waves of Time,/video/surfing-waves-time,Wisdom Teachings,/series/wisdom-teachings-0,S7:Ep3
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Searl Effect,/video/searl-effect,Wisdom Teachings,/series/wisdom-teachings-0,S14:Ep4
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Scanning the Future with Philip K. Dick featuring Anthony Peake,/video/scanning-future-philip-k-dick-featuring-anthony-peake,Open Minds,/series/open-minds,S5:Ep1
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Psychic Connection across Time and Space Part 1,/video/psychic-connection-across-time-and-space-part-1,Wisdom Teachings,/series/wisdom-teachings-0,S8:Ep11
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Free Yourself from the Wheel of Karma,/video/free-yourself-wheel-karma,Wisdom Teachings,/series/wisdom-teachings-0,S6:Ep6
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Science of Intention with William A. Tiller,/video/science-intention-william-tiller,Healing Matrix,/series/healing-matrix,S1:Ep30
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Ancient Influences on our Modern World,/video/ancient-influences-our-modern-world,Flower of Life,/series/flower-life,S1:Ep20
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Searl Effect and Ascension,/video/searl-effect-and-ascension,Wisdom Teachings,/series/wisdom-teachings-0,S14:Ep6
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Solar System Geometry,/video/solar-system-geometry,Wisdom Teachings,/series/wisdom-teachings-0,S15:Ep2
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Spirals,/video/spirals,Flower of Life,/series/flower-life,S1:Ep15
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Decoding Esoteric Hollywood Part 1 with Jay Dyer,/video/decoding-esoteric-hollywood-part-1-jay-dyer,Open Minds,/series/open-minds,S9:Ep9
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Elio: The Anti-Car with Paul Elio,/video/elio-anti-car-paul-elio,Beyond Belief,/series/beyond-belief,S4:Ep39
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Illuminating the Templars and the Maltese Cross Part 1,/video/illuminating-templars-and-maltese-cross-part-1,Wisdom Teachings,/series/wisdom-teachings-0,S12:Ep9
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Healing and DOS Disks,/video/healing-and-dos-disks,Earth/Sky/Heart Workshop,/series/earthskyheart-workshop,S1:Ep4
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Harmonic Resonant Patterns of Life,/video/harmonic-resonant-patterns-life,Wisdom Teachings,/series/wisdom-teachings-0,S17:Ep12
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Intelligent Communication in Nature,/video/intelligent-communication-nature,Wisdom Teachings,/series/wisdom-teachings-0,S8:Ep5
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Toroidal Component of DNA,/video/toroidal-component-dna,Wisdom Teachings,/series/wisdom-teachings-0,S17:Ep4
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Russian Pyramid Research Part 3,/video/russian-pyramid-research-part-3,Wisdom Teachings,/series/wisdom-teachings-0,S11:Ep4
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Roddenberry's Star Trek,/video/roddenberrys-star-trek,Hollywood Decoded,/series/hollywood-decoded,S1:Ep16
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Time and Destiny with Charles Muses,/video/time-and-destiny-charles-muses,Thinking Allowed,/series/thinking-allowed-0,S2:Ep12
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Acceleration of Time,/video/acceleration-time,Wisdom Teachings,/series/wisdom-teachings-0,S15:Ep1
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Evolution Through Light,/video/evolution-through-light,Wisdom Teachings,/series/wisdom-teachings-0,S17:Ep6
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Babalon Working Revealed Part 2,/video/babalon-working-revealed-part-2,The Eleventh House,/series/eleventh-house,S1:Ep12
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Special with Randall Carlson - Sacred Geometry and the Secrets of Sacred Architecture,/video/special-randall-carlson-sacred-geometry-and-secrets-sacred-architecture,Open Minds,/series/open-minds,S5:Ep24
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Esoteric Foundations of America with Cort Lindahl,/video/esoteric-foundations-america-cort-lindahl,Open Minds,/series/open-minds,S7:Ep2
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Hike and Final Meditation,/video/hike-and-final-meditation,Earth/Sky/Heart Workshop,/series/earthskyheart-workshop,S1:Ep13
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Last Mimzy and 9,/video/last-mimzy-and-9,Hollywood Decoded,/series/hollywood-decoded,S1:Ep15
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Eras,/video/eras,Flower of Life,/series/flower-life,S1:Ep6
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Deconstructive Power of the Truth with Neil Kramer,/video/deconstructive-power-truth-neil-kramer,Open Minds,/series/open-minds,S6:Ep25
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Ascension Now Panel: Living in the 5D — Personal and Planetary Ascension,/video/ascension-now-panel-living-5d-personal-and-planetary-ascension,Conscious Life Expo Panels 2019,/series/conscious-life-expo-panels-2019,S1:Ep6
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Flower of Life seen from the Feminine Side Part 2,/video/flower-life-seen-feminine-side-part-2,Flower of Life,/series/flower-life,S1:Ep23
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Life Beyond Matter,/video/life-beyond-matter,Wisdom Teachings,/series/wisdom-teachings-0,S17:Ep7
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Love and Healing  Asking Permission to Higher Self Techniques Belief Patterns,/video/love-and-healing-asking-permission-higher-self-techniques-belief-patterns,Flower of Life,/series/flower-life,S1:Ep33
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Beams of Light,/video/beams-light,Earth/Sky/Heart Workshop,/series/earthskyheart-workshop,S1:Ep7
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Geometric Resonance of Amino Acids,/video/geometric-resonance-amino-acids,Wisdom Teachings,/series/wisdom-teachings-0,S17:Ep5
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Build your own Pyramid,/video/build-your-own-pyramid,Wisdom Teachings,/series/wisdom-teachings-0,S12:Ep3
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Building the Living Universe with Torsion Fields,/video/building-living-universe-torsion-fields,Wisdom Teachings,/series/wisdom-teachings-0,S7:Ep2
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Polanski's Chinatown,/video/polanskis-chinatown,Hollywood Decoded,/series/hollywood-decoded,S1:Ep6
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Tapping into the Secrets of the Universe with Dr. Sky,/video/tapping-secrets-universe-dr-sky,Beyond Belief,/series/beyond-belief,S3:Ep55
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Magnetic Pole Shifts and Space Domains,/video/magnetic-pole-shifts-and-space-domains,Wisdom Teachings,/series/wisdom-teachings-0,S14:Ep2
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Modulating Matter with the Mind,/video/modulating-matter-with-the-mind,Gaia News,/series/gaia-news,S5:Ep14
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Scientific Proof of Spontaneous Life,/video/scientific-proof-spontaneous-life,Wisdom Teachings,/series/wisdom-teachings-0,S10:Ep4
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,"William Henry: A.I., Technology, and The New Humanity",/video/william-henry-ai-technology-and-new-humanity,Conscious Life Expo 2020,/series/conscious-life-expo-2020,S1:Ep17
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Strange Physics Part 3: Gravity and Time,/video/strange-physics-part-3-gravity-and-time,Wisdom Teachings,/series/wisdom-teachings-0,S3:Ep6
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Astrology and Sacred Architecture with A.T. Mann,/video/astrology-and-sacred-architecture-mann,Open Minds,/series/open-minds,S3:Ep18
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Esoteric Foundations of the Axis Mundi  with Cort Lindahl,/video/esoteric-foundations-axis-mundi-cort-lindahl,Open Minds,/series/open-minds,S7:Ep1
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Backster Effect: Biocommunication Part 1,/video/backster-effect-biocommunication-part-1,Wisdom Teachings,/series/wisdom-teachings-0,S8:Ep1
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Insights into a Philosopher's Mind,/video/insights-philosophers-mind,Ervin Laszlo’s Legacy of a Coherent Universe,/series/ervin-laszlo-s-legacy-coherent-universe,S1:Ep5
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Surviving the Next Mass Extinction with David Christopher,/video/surviving-next-mass-extinction-david-christopher,Open Minds,/series/open-minds,S4:Ep10
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,"Fractals, Holograms & Geometry",/video/fractals-holograms-geometry,Wisdom Teachings,/series/wisdom-teachings-0,S3:Ep15
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Desert Greening Technology,/video/desert-greening-technology,Wisdom Teachings,/series/wisdom-teachings-0,S10:Ep6
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Healing with Gemstones with James Tyberonn,/video/healing-gemstones-james-tyberonn,Healing Matrix,/series/healing-matrix,S1:Ep35
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Sacred Geometry of the Squared Circle,/video/sacred-geometry-squared-circle,Wisdom Teachings,/series/wisdom-teachings-0,S13:Ep16
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Esoteric Napoleon with Walter Bosley,/video/esoteric-napoleon-walter-bosley,Beyond Belief,/series/beyond-belief,S12:Ep4
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Cosmic Energy Unbounded by Time,/video/cosmic-energy-unbounded-time,Wisdom Teachings,/series/wisdom-teachings-0,S7:Ep5
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Our Time-Powered Living Cosmos,/video/our-time-powered-living-cosmos,Wisdom Teachings,/series/wisdom-teachings-0,S7:Ep4
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Physics of a Geometric Universe with Garrett Lisi,/video/physics-geometric-universe-garrett-lisi,Beyond Belief,/series/beyond-belief,S9:Ep14
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Geometry of Jupiter's Transformation,/video/geometry-jupiters-transformation,Wisdom Teachings,/series/wisdom-teachings-0,S16:Ep7
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Ridley Scott's Blade Runner,/video/ridley-scotts-blade-runner,Hollywood Decoded,/series/hollywood-decoded,S1:Ep7
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Plant Geometry and Wave Cosmology,/video/plant-geometry-and-wave-cosmology,Wisdom Teachings,/series/wisdom-teachings-0,S18:Ep2
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,12 Systems With Matias De Stefano,/video/12-systems-with-matias-de-stefano,Events+ Emersion Conference,/series/events-emersion-conference,S1:Ep2
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Life and Trials of Jordan Maxwell,/video/life-and-trials-jordan-maxwell,Beyond Belief,/series/beyond-belief,S8:Ep19
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Fred Alan Wolf on Space and Time in a Holographic Universe,/video/fred-alan-wolf-space-and-time-holographic-universe,Inspirations,/series/inspirations,S1:Ep17
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Geometric Resonance,/video/geometric-resonance,Wisdom Teachings,/series/wisdom-teachings-0,S3:Ep11
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Nolan's Interstellar,/video/nolans-interstellar,Hollywood Decoded,/series/hollywood-decoded,S1:Ep13
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Holograms as Fractals in Action,/video/holograms-fractals-action,Wisdom Teachings,/series/wisdom-teachings-0,S3:Ep14
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Geometry in Collision,/video/geometry-collision,Wisdom Teachings,/series/wisdom-teachings-0,S15:Ep3
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Pyramid Power: Fire in the Middle,/video/pyramid-power-fire-middle,Wisdom Teachings,/series/wisdom-teachings-0,S11:Ep1
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Viewer Questions: Into the Heart of Wisdom Teachings,/video/viewer-questions-heart-wisdom-teachings,Wisdom Teachings,/series/wisdom-teachings-0,S14:Ep1
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,X-Class Solar Flares with Michael Maloof,/video/x-class-solar-flares-michael-maloof,Beyond Belief,/series/beyond-belief,S3:Ep69
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Future of Space Exploration with Robert Zimmerman,/video/future-space-exploration-robert-zimmerman,Beyond Belief,/series/beyond-belief,S3:Ep33
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,New Paradigms of Power with Lawrence Bloom,/video/new-paradigms-power-lawrence-bloom,On the Road with Lilou,/series/road-lilou,S3:Ep1
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Seeing the Miracle of Bions,/video/seeing-miracle-bions,Wisdom Teachings,/series/wisdom-teachings-0,S10:Ep3
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Deeper into our Fractionalized Universe,/video/deeper-our-fractionalized-universe,Wisdom Teachings,/series/wisdom-teachings-0,S12:Ep7
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Platonic Solids,/video/platonic-solids,Flower of Life,/series/flower-life,S1:Ep12
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Science of Collective Consciousness Part 2,/video/science-collective-consciousness-part-2,Wisdom Teachings,/series/wisdom-teachings-0,S8:Ep10
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Unified Geometric Theory of Biology,/video/unified-geometric-theory-biology,Wisdom Teachings,/series/wisdom-teachings-0,S17:Ep2
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Geometric Resonance of DNA,/video/geometric-resonance-dna,Wisdom Teachings,/series/wisdom-teachings-0,S17:Ep1
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Decoding Esoteric Hollywood Part 2 with Jay Dyer,/video/decoding-esoteric-hollywood-part-2-jay-dyer,Open Minds,/series/open-minds,S9:Ep10
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Special with Randall Carlson - Sacred Geometry and the Cosmic Cycles of Catastrophes,/video/special-randall-carlson-sacred-geometry-and-cosmic-cycles-catastrophes,Open Minds,/series/open-minds,S5:Ep25
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Mystery of Comet Shoemaker-Levy 9,/video/mystery-comet-shoemaker-levy-9,Wisdom Teachings,/series/wisdom-teachings-0,S15:Ep5
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Natural Torsion Fields and Anti-Gravity,/video/natural-torsion-fields-and-anti-gravity,Wisdom Teachings,/series/wisdom-teachings-0,S18:Ep1
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Russian Pyramid Research Part 2,/video/russian-pyramid-research-part-2-0,Wisdom Teachings,/series/wisdom-teachings-0,S11:Ep3
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Super Balance Geometry,/video/super-balance-geometry,Wisdom Teachings,/series/wisdom-teachings-0,S12:Ep12
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Geometries that Surround the Body,/video/geometries-surround-body,Flower of Life,/series/flower-life,S1:Ep14
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Crop Circles,/video/crop-circles-0,Flower of Life,/series/flower-life,S1:Ep27
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Rapid Human Evolution: Part 1,/video/rapid-human-evolution-part-1,Wisdom Teachings,/series/wisdom-teachings-0,S17:Ep15
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Nassim Haramein: Consciousness and the Human Antenna,/video/nassim-haramein-consciousness-and-human-antenna,Conscious Life Expo Talks 2019,/series/conscious-life-expo-talks-2019,S1:Ep19
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Russian Pyramid Research Part 4,/video/russian-pyramid-research-part-4,Wisdom Teachings,/series/wisdom-teachings-0,S11:Ep5
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Foundations of Pyramid Science,/video/foundations-pyramid-science,Wisdom Teachings,/series/wisdom-teachings-0,S12:Ep1
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Mysterious Biological Fields,/video/mysterious-biological-fields,Wisdom Teachings,/series/wisdom-teachings-0,S18:Ep3
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Sun and DNA Activation,/video/sun-and-dna-activation,Wisdom Teachings,/series/wisdom-teachings-0,S16:Ep2
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Morphic Fields and the Universal Mind with Rupert Sheldrake,/video/morphic-fields-and-universal-mind-rupert-sheldrake,On the Road with Lilou,/series/road-lilou,S3:Ep2
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Our Hollow World with Brooks Agnew,/video/our-hollow-world-brooks-agnew,Beyond Belief,/series/beyond-belief,S3:Ep64
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The End of Days 4th Dimension Fears,/video/end-days-4th-dimension-fears,Flower of Life,/series/flower-life,S1:Ep34
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Detecting Hidden Waves of Energy,/video/detecting-hidden-waves-energy,Wisdom Teachings,/series/wisdom-teachings-0,S18:Ep4
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Sacred Sites and the Great Cosmic Puzzle,/video/sacred-sites-and-great-cosmic-puzzle,Wisdom Teachings,/series/wisdom-teachings-0,S13:Ep17
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The New Space Race with Dr. Sky,/video/new-space-race-dr-sky,Beyond Belief,/series/beyond-belief,S3:Ep59
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Psychic Connection across Time and Space Part 2,/video/psychic-connection-across-time-and-space-part-2,Wisdom Teachings,/series/wisdom-teachings-0,S8:Ep12
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Science of the Future with Patrick Flanagan,/video/science-future-patrick-flanagan,Inspirations,/series/inspirations,S6:Ep10
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,HyperDimensional Transformation of Jupiter's Moons,/video/hyperdimensional-transformation-jupiters-moons,Wisdom Teachings,/series/wisdom-teachings-0,S16:Ep8
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Resonance: Beyond Hear and Now,/video/resonance-beyond-hear-and-now,Ervin Laszlo’s Legacy of a Coherent Universe,/series/ervin-laszlo-s-legacy-coherent-universe,S1:Ep4
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Binary Sequencing,/video/binary-sequencing,Flower of Life,/series/flower-life,S1:Ep17
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Photon: Seed of the Universe,/video/photon-seed-universe,Wisdom Teachings,/series/wisdom-teachings-0,S12:Ep5
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Healing Urantia with Byron Belitsos,/video/healing-urantia-byron-belitsos,Open Minds,/series/open-minds,S3:Ep20
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Estereograms,/video/estereograms,Flower of Life,/series/flower-life,S1:Ep24
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Dolphins and Whales,/video/dolphins-and-whales,Flower of Life,/series/flower-life,S1:Ep16
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Decoding Sacred Architecture with Scott Onstott,/video/decoding-sacred-architecture-scott-onstott,Open Minds,/series/open-minds,S3:Ep27
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Backster Effect: Biocommunication Part 2,/video/backster-effect-biocommunication-part-2,Wisdom Teachings,/series/wisdom-teachings-0,S8:Ep2
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Sufi Dance and The Sacred Space of the Heart,/video/sufi-dance-and-sacred-space-heart,Earth/Sky/Heart Workshop,/series/earthskyheart-workshop,S1:Ep9
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Our Fractionalized Universe,/video/our-fractionalized-universe,Wisdom Teachings,/series/wisdom-teachings-0,S12:Ep6
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Wall Street Wizard: Predicting the Future with Monte Farber,/video/wall-street-wizard-predicting-future-monte-farber,Open Minds,/series/open-minds,S2:Ep10
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Transforming Life with Light,/video/transforming-life-light,Wisdom Teachings,/series/wisdom-teachings-0,S17:Ep13
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Scientific Proof that Nature Is Telepathic Part 1,/video/scientific-proof-nature-telepathic-part-1,Wisdom Teachings,/series/wisdom-teachings-0,S8:Ep3
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Nassim Haramein on Unification Theory (Part 1),/video/nassim-haramein-unification-theory-part-1,Conscious Media Network,/series/conscious-media-network,S5:Ep38
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Spiritual Effects of DNA,/video/spiritual-effects-dna,Wisdom Teachings,/series/wisdom-teachings-0,S17:Ep3
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Viewer Questions: Into the Soul of Wisdom Teachings,/video/viewer-questions-soul-wisdom-teachings,Wisdom Teachings,/series/wisdom-teachings-0,S14:Ep5
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Galactic Geometry: Cubes in Space,/video/galactic-geometry-cubes-space,Wisdom Teachings,/series/wisdom-teachings-0,S14:Ep3
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Spontaneous Climate Activity on Mercury & Venus,/video/spontaneous-climate-activity-mercury-venus,Wisdom Teachings,/series/wisdom-teachings-0,S16:Ep3
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Experiments with Shape Power,/video/experiments-shape-power,Wisdom Teachings,/series/wisdom-teachings-0,S18:Ep5
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Debunking Redshift,/video/debunking-redshift,Wisdom Teachings,/series/wisdom-teachings-0,S13:Ep7
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Supercharging Earth's Atmosphere,/video/supercharging-earths-atmosphere,Wisdom Teachings,/series/wisdom-teachings-0,S16:Ep13
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,The Transformation of Jupiter,/video/transformation-jupiter,Wisdom Teachings,/series/wisdom-teachings-0,S16:Ep6
Expanded Consciousness,Metaphysics,/seeking-truth/metaphysics,episodes,Genetic Memory,/video/genetic-memory,Wisdom Teachings,/series/wisdom-teachings-0,S8:Ep7
