parent_topic_name,sub_topic_name,sub_topic_link,title_type,title,link,episode_series,episode_series_link,episode_number
Health & Healing,Aging / Longevity,/topic/longevity,videos,The Lost Secret of Immortality,/video/lost-secret-immortality,,,
Health & Healing,Aging / Longevity,/topic/longevity,videos,In the Beginning There Was Light,/video/beginning-there-was-light,,,
Health & Healing,Aging / Longevity,/topic/longevity,videos,Telomeres: The Fountain of Youth,/video/telomeres-fountain-youth,,,
Health & Healing,Aging / Longevity,/topic/longevity,videos,Less Stress for Longevity,/video/less-stress-longevity,,,
Health & Healing,Aging / Longevity,/topic/longevity,series,Healing Matrix,/series/healing-matrix,,,
Health & Healing,Aging / Longevity,/topic/longevity,series,Longevity Now Recipes,/series/longevity-now-recipes,,,
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Reprogramming Your Genes,/video/reprogramming-your-genes,Rewired,/series/rewired,S1:Ep6
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Triggering Self-Healing,/video/triggering-self-healing,Missing Links,/series/missing-links,S1:Ep12
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Limitless Aging,/video/limitless-aging,Limitless,/series/limitless,S1:Ep9
Health & Healing,Aging / Longevity,/topic/longevity,episodes,"Telomeres, Longevity & Spirituality",/video/telomeres-longevity-spirituality,Inner Evolution,/series/inner-evolution,S1:Ep11
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Longevity & Diabetes Prevention with Phillip Day,/video/longevity-diabetes-prevention-phillip-day,Food Matters Mastery,/series/food-matters-mastery,S1:Ep34
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Patrick Flanagan on Secrets for a Long Life,/video/patrick-flanagan-secrets-long-life,Open Minds,/series/open-minds,S1:Ep19
Health & Healing,Aging / Longevity,/topic/longevity,episodes,You Are the Placebo with Dr Joe Dispenza,/video/you-are-the-placebo-with-dr-joe-dispenza,Inspirations,/series/inspirations,S6:Ep16
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Living in a Limitless World,/video/living-in-a-limitless-world,Beyond Belief,/series/beyond-belief,S18:Ep14
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Future Heart Health: Stem Cells & Regeneration with Christian Wilde,/video/future-heart-health-stem-cells-regeneration-christian-wilde,Beyond Belief,/series/beyond-belief,S2:Ep2
Health & Healing,Aging / Longevity,/topic/longevity,episodes,The Science of Immortality with Dr. Bill Andrews and Dr. Terry Grossman,/video/science-immortality-dr-bill-andrews-and-dr-terry-grossman,Open Minds,/series/open-minds,S5:Ep11
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Life Beyond a Century,/video/life-beyond-a-century,Gaia News,/series/gaia-news,S5:Ep13
Health & Healing,Aging / Longevity,/topic/longevity,episodes,One Spirit Medicine with Alberto Villoldo – Part 2,/video/one-spirit-medicine-alberto-villoldo-part-2,Inspirations,/series/inspirations,S7:Ep37
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Longevity Tonic,/video/longevity-tonic,Mega Immunity,/series/mega-immunity,S1:Ep2
Health & Healing,Aging / Longevity,/topic/longevity,episodes,"David Wolfe on Energy, Health and Longevity",/video/david-wolfe-energy-health-and-longevity,Inspirations,/series/inspirations,S1:Ep5
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Daniel Dunphy on Slowing the Body Clock,/video/daniel-dunphy-slowing-body-clock,Healing Matrix,/series/healing-matrix,S1:Ep7
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Live Forever or Die Trying with Bill Andrews and Molly Sheridan,/video/live-forever-or-die-trying-bill-andrews-and-molly-sheridan,Inspirations,/series/inspirations,S7:Ep18
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Advances in Longevity with Dr. Ed Park,/video/advances-longevity-dr-ed-park,Open Minds,/series/open-minds,S5:Ep46
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Rewriting the Genetic Code with Dr. Mario Martinez,/video/rewriting-genetic-code-dr-mario-martinez,Inspirations,/series/inspirations,S5:Ep5
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Five Dimensions of Aging,/video/five-dimensions-aging,Healing Matrix,/series/healing-matrix,S4:Ep5
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Rejuvenation & Longevity,/video/rejuvenation-longevity,Raw For Life: Bonus Raw Interviews,/series/raw-life-bonus-raw-interviews,S1:Ep5
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Vibrant Longevity with Patrick Flanagan,/video/vibrant-longevity-patrick-flanagan,Healing Matrix,/series/healing-matrix,S2:Ep14
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Finding Lifelong Vitality with Anat Baniel,/video/finding-lifelong-vitality-anat-baniel,Inspirations,/series/inspirations,S5:Ep1
Health & Healing,Aging / Longevity,/topic/longevity,episodes,The Pursuit of Immortality with Jason Sussberg and David Alvarado,/video/pursuit-immortality-jason-sussberg-and-david-alvarado,Inspirations,/series/inspirations,S7:Ep28
Health & Healing,Aging / Longevity,/topic/longevity,episodes,Natural Longevity with Nick Delgado,/video/natural-longevity-nick-delgado,Healing Matrix,/series/healing-matrix,S2:Ep4
Health & Healing,Ayurveda,/topic/ayurveda,videos,Healing the Mind,/video/healing-mind,,,
Health & Healing,Ayurveda,/topic/ayurveda,videos,Ayurveda for Weight Loss,/video/ayurveda-weight-loss,,,
Health & Healing,Ayurveda,/topic/ayurveda,videos,Basics of Ayurveda,/video/basics-ayurveda,,,
Health & Healing,Ayurveda,/topic/ayurveda,videos,Ayurveda for Detox,/video/ayurveda-detox,,,
Health & Healing,Ayurveda,/topic/ayurveda,videos,Ayurveda for Stress Relief,/video/ayurveda-stress-relief,,,
Health & Healing,Ayurveda,/topic/ayurveda,series,Thrive: Self-Healing with Ayurveda,/series/thrive-self-healing-ayurveda,,,
Health & Healing,Ayurveda,/topic/ayurveda,series,Ayurveda Action Plan,/series/ayurveda-action-plan,,,
Health & Healing,Ayurveda,/topic/ayurveda,series,Eat Like You Love Yourself with Chara Caruthers,/series/eat-you-love-yourself-chara-caruthers,,,
Health & Healing,Ayurveda,/topic/ayurveda,series,Our Common Roots,/series/our-common-roots,,,
Health & Healing,Ayurveda,/topic/ayurveda,series,Ayurveda Exploration,/series/ayurveda-exploration,,,
Health & Healing,Ayurveda,/topic/ayurveda,episodes,"Ancient Medicine, Modern Application",/video/ancient-medicine-modern-application,Thrive: Self-Healing with Ayurveda,/series/thrive-self-healing-ayurveda,S1:Ep1
Health & Healing,Ayurveda,/topic/ayurveda,episodes,What is Blocking Your Vitality?,/video/what-blocking-your-vitality,Thrive: Self-Healing with Ayurveda,/series/thrive-self-healing-ayurveda,S1:Ep2
Health & Healing,Ayurveda,/topic/ayurveda,episodes,Healing Emotional Struggles,/video/healing-emotional-struggles,Thrive: Self-Healing with Ayurveda,/series/thrive-self-healing-ayurveda,S1:Ep5
Health & Healing,Ayurveda,/topic/ayurveda,episodes,Ayurvedic Morning Rituals,/video/ayurvedic-morning-rituals,Thrive: Self-Healing with Ayurveda,/series/thrive-self-healing-ayurveda,S1:Ep6
Health & Healing,Ayurveda,/topic/ayurveda,episodes,Tuning Your Circadian Clock,/video/tuning-your-circadian-clock,Gaia News,/series/gaia-news,S4:Ep17
Health & Healing,Ayurveda,/topic/ayurveda,episodes,Chakra Meditation for Dosha Balancing,/video/chakra-meditation-dosha-balancing,Thrive: Self-Healing with Ayurveda,/series/thrive-self-healing-ayurveda,S1:Ep17
Health & Healing,Ayurveda,/topic/ayurveda,episodes,Introducing Ayurveda,/video/introducing-ayurveda,Eat Like You Love Yourself with Chara Caruthers,/series/eat-you-love-yourself-chara-caruthers,S1:Ep1
Health & Healing,Ayurveda,/topic/ayurveda,episodes,Wisdom of Ayurveda,/video/wisdom-ayurveda,Healing Matrix,/series/healing-matrix,S3:Ep5
Health & Healing,Ayurveda,/topic/ayurveda,episodes,Balance,/video/balance,Our Common Roots,/series/our-common-roots,S1:Ep2
Health & Healing,Ayurveda,/topic/ayurveda,episodes,Healthy-Happy with Ayurveda,/video/healthy-happy-ayurveda,Healing Matrix,/series/healing-matrix,S3:Ep15
Health & Healing,Ayurveda,/topic/ayurveda,episodes,Kitchari: An Ayurvedic Cleansing Meal,/video/kitchari-ayurvedic-cleansing-meal,Thrive: Self-Healing with Ayurveda,/series/thrive-self-healing-ayurveda,S1:Ep13
Health & Healing,Ayurveda,/topic/ayurveda,episodes,Pre-Diabetes Epidemic with John Douillard,/video/pre-diabetes-epidemic-john-douillard,Healing Matrix,/series/healing-matrix,S1:Ep9
Health & Healing,Ayurveda,/topic/ayurveda,episodes,The Ayurvedic M.D. with Dr. Nita Desai,/video/ayurvedic-md-dr-nita-desai,Healing Matrix,/series/healing-matrix,S1:Ep22
Health & Healing,Ayurveda,/topic/ayurveda,episodes,Ayurveda and New Metaphors Around Aging,/video/ayurveda-and-new-metaphors-around-aging,Conscious Aging,/series/conscious-aging,S1:Ep5
Health & Healing,Breathing,/topic/breathing,videos,Morning BreathWork with James Colquhoun,/video/morning-breathwork-james-colquhoun,,,
Health & Healing,Breathing,/topic/breathing,videos,Pranayama & Meditation,/video/pranayama-meditation,,,
Health & Healing,Breathing,/topic/breathing,videos,Introduction to Breath Meditation,/video/introduction-breath-meditation,,,
Health & Healing,Breathing,/topic/breathing,videos,Flowing Breath Meditation for Stress Release,/video/flowing-breath-meditation-stress-release,,,
Health & Healing,Breathing,/topic/breathing,videos,Energetic Armor: Audio Meditation,/video/energetic-armor-audio-meditation,,,
Health & Healing,Breathing,/topic/breathing,videos,Surge of Whole Energy Breathing Practice,/video/surge-whole-energy-breathing-practice,,,
Health & Healing,Breathing,/topic/breathing,videos,Give Breath a Chance,/video/give-breath-chance,,,
Health & Healing,Breathing,/topic/breathing,videos,Breath Alchemy,/video/breath-alchemy,,,
Health & Healing,Breathing,/topic/breathing,videos,Inner Strength & Confidence Breath Meditation,/video/inner-strength-confidence-breath-meditation,,,
Health & Healing,Breathing,/topic/breathing,videos,Exploring Breath and Pranayama,/video/exploring-breath-and-pranayama,,,
Health & Healing,Breathing,/topic/breathing,videos,"When in Doubt: Breathe In, Breathe Out",/video/when-doubt-breathe-breathe-out,,,
Health & Healing,Breathing,/topic/breathing,episodes,Supernatural Breathing with Dr Joe Dispenza,/video/supernatural-breathing-with-dr-joe-dispenza,Everyday Enlightenment,/series/everyday-enlightenment,S1:Ep7
Health & Healing,Breathing,/topic/breathing,episodes,Earth Breathing,/video/earth-breathing,Short Power Meditations,/series/short-power-meditations,S1:Ep5
Health & Healing,Breathing,/topic/breathing,episodes,Conscious Breathing,/video/conscious-breathing-1,The Other Side,/series/the-other-side,S1:Ep3
Health & Healing,Breathing,/topic/breathing,episodes,The Power of Conscious Breathing with Anders Olsson,/video/power-conscious-breathing-anders-olsson,Open Minds,/series/open-minds,S6:Ep10
Health & Healing,Breathing,/topic/breathing,episodes,Calm Heart Breath Meditation,/video/calm-heart-breath-meditation,Kundalini Meditation with Krishna Kaur,/series/kundalini-meditation-krishna-kaur,S1:Ep2
Health & Healing,Breathing,/topic/breathing,episodes,Breathe Still Meditation,/video/breathe-still-meditation,Tantrik Micro Meditation Practices,/series/tantrik-micro-meditation-practices,S1:Ep2
Health & Healing,Breathing,/topic/breathing,episodes,Using Breathwork to Make You Stronger & Calmer with Wim Hof,/video/using-breathwork-make-you-stronger-calmer-wim-hof,Transcendence Extended Interviews,/series/transcendence-extended-interviews,S1:Ep11
Health & Healing,Breathing,/topic/breathing,episodes,Habit 3: Breathwork for Energy,/video/habit-3-breathwork-energy,Healthy Habits,/series/healthy-habits,S1:Ep4
Health & Healing,Breathing,/topic/breathing,episodes,What I Learnt Holding My Breath for 22 Minutes with Stig Severinsen,/video/what-i-learnt-holding-my-breath-22-minutes-stig-severinsen,Transcendence Extended Interviews,/series/transcendence-extended-interviews,S1:Ep13
Health & Healing,Breathing,/topic/breathing,episodes,"Body and Breath, Sensation and Sound",/video/body-and-breath-sensation-and-sound,Short Power Meditations,/series/short-power-meditations,S1:Ep6
Health & Healing,Breathing,/topic/breathing,episodes,The Taoist Belly Breath,/video/taoist-belly-breath,Short Power Meditations,/series/short-power-meditations,S1:Ep13
Health & Healing,Breathing,/topic/breathing,episodes,A Counted Breath for Creating a Peaceful Heart,/video/counted-breath-creating-peaceful-heart,Short Power Meditations,/series/short-power-meditations,S1:Ep8
Health & Healing,Breathing,/topic/breathing,episodes,Opening to the Wisdom in the Breath,/video/opening-wisdom-breath,Short Power Meditations,/series/short-power-meditations,S1:Ep2
Health & Healing,Breathing,/topic/breathing,episodes,Follow the Breath,/video/follow-breath,Sunrise Yoga,/series/sunrise-yoga,S1:Ep2
Health & Healing,Breathing,/topic/breathing,episodes,Let Yourself Be Breathed,/video/let-yourself-be-breathed,Short Power Meditations,/series/short-power-meditations,S1:Ep3
Health & Healing,Breathing,/topic/breathing,episodes,The Yes Breath,/video/yes-breath,Break Through Emotional Eating with Gay Hendricks,/series/break-through-emotional-eating-gay-hendricks,S1:Ep2
Health & Healing,Breathing,/topic/breathing,episodes,Exercise Breathing,/video/exercise-breathing,Ayurveda Action Plan,/series/ayurveda-action-plan,S1:Ep3
Health & Healing,Breathing,/topic/breathing,episodes,The Anatomy and Power of Breath,/video/anatomy-and-power-breath,Understanding Yoga and Relationships with Troy Hadeed,/series/understanding-yoga-and-relationships-troy-hadeed,S1:Ep2
Health & Healing,Breathing,/topic/breathing,episodes,Purify with Pranayama,/video/purify-pranayama,Yoga Every Day,/series/yoga-every-day,S19:Ep1
Health & Healing,Cancer,/topic/cancer,videos,Weed The People,/video/weed-the-people,,,
Health & Healing,Cancer,/topic/cancer,videos,Stressed,/video/stressed,,,
Health & Healing,Cancer,/topic/cancer,videos,Resonance: Beings of Frequency,/video/resonance-beings-frequency,,,
Health & Healing,Cancer,/topic/cancer,videos,An Inflammatory Approach,/video/inflammatory-approach,,,
Health & Healing,Cancer,/topic/cancer,videos,Rethinking Cancer,/video/rethinking-cancer,,,
Health & Healing,Cancer,/topic/cancer,videos,Burzynski: Cancer Cure Cover-Up,/video/burzynski-cancer-cure-cover-up,,,
Health & Healing,Cancer,/topic/cancer,videos,Toxic Chemicals: Kids in Danger,/video/toxic-chemicals-kids-danger,,,
Health & Healing,Cancer,/topic/cancer,videos,Donna Karan‘s Dream,/video/donna-karan-s-dream,,,
Health & Healing,Cancer,/topic/cancer,videos,On Behalf of Our Breasts: The Dark Side of Screening,/video/behalf-our-breasts-dark-side-screening,,,
Health & Healing,Cancer,/topic/cancer,videos,Medicinal Cannabis,/video/medicinal-cannabis,,,
Health & Healing,Cancer,/topic/cancer,series,The Truth About Cancer: The Quest for the Cures...Continues,/series/truth-about-cancer-quest-curescontinues,,,
Health & Healing,Cancer,/topic/cancer,series,The Truth About Cancer: The Quest for the Cures...Continues,/series/truth-about-cancer-quest-curescontinues,,,
Health & Healing,Cancer,/topic/cancer,episodes,Breast Cancer & Future of Medicine with Dr. Dan Rogers,/video/breast-cancer-future-medicine-dr-dan-rogers,Food Matters Mastery,/series/food-matters-mastery,S1:Ep35
Health & Healing,Cancer,/topic/cancer,episodes,Is Reversing Cancer Possible?,/video/is-reversing-cancer-possible,Beyond Belief,/series/beyond-belief,S19:Ep11
Health & Healing,Cancer,/topic/cancer,episodes,The Answer to Cancer with Dr. Leonard Coldwell,/video/answer-cancer-dr-leonard-coldwell,Beyond Belief,/series/beyond-belief,S1:Ep6
Health & Healing,Cancer,/topic/cancer,episodes,Bruce H. Lipton on Using Thoughts to Control Genes,/video/bruce-h-lipton-using-thoughts-control-genes,Inspirations,/series/inspirations,S1:Ep30
Health & Healing,Cancer,/topic/cancer,episodes,15 Cancer-Fighting Foods with Liana-Werner Gray,/video/15-cancer-fighting-foods-liana-werner-gray,FMTV Special Expert Interviews,/series/fmtv-special-expert-interviews,S1:Ep12
Health & Healing,Cancer,/topic/cancer,episodes,Ketogenic Diet: Starving Cancer by Feeding the Body with Dominic D'Agostino,/video/ketogenic-diet-starving-cancer-feeding-body-dominic-dagostino,Open Minds,/series/open-minds,S8:Ep8
Health & Healing,Cancer,/topic/cancer,episodes,Metabolic Approach to Cancer  with Dr. Donese Worden,/video/metabolic-approach-cancer-dr-donese-worden,Open Minds,/series/open-minds,S13:Ep1
Health & Healing,Cancer,/topic/cancer,episodes,Theories and Treatments for Cancer with Travis Christofferson,/video/theories-and-treatments-cancer-travis-christofferson,Open Minds,/series/open-minds,S7:Ep6
Health & Healing,Cancer,/topic/cancer,episodes,Cancer: Step Outside the Box with Ty Bollinger,/video/cancer-step-outside-box-ty-bollinger,Beyond Belief,/series/beyond-belief,S4:Ep17
Health & Healing,Cancer,/topic/cancer,episodes,Natural Born Cancer Killers with Ty Bollinger,/video/natural-born-cancer-killers-ty-bollinger,Beyond Belief,/series/beyond-belief,S4:Ep26
Health & Healing,Cancer,/topic/cancer,episodes,A Naturopathic Approach to Cancer with Donese Worden,/video/naturopathic-approach-cancer-donese-worden,Open Minds,/series/open-minds,S8:Ep6
Health & Healing,Cancer,/topic/cancer,episodes,How Chris Beat Cancer Holistically with Chris Wark,/video/how-chris-beat-cancer-holistically-chris-wark,Transcendence Extended Interviews,/series/transcendence-extended-interviews,S1:Ep5
Health & Healing,Cancer,/topic/cancer,episodes,Cancer Reversal & Prevention with Dr. Andrew Saul,/video/cancer-reversal-prevention-dr-andrew-saul,Food Matters Mastery,/series/food-matters-mastery,S1:Ep17
Health & Healing,Cancer,/topic/cancer,episodes,Mystery of the Placebo Effect with Dr Joe Dispenza,/video/mystery-of-the-placebo-effect-with-dr-joe-dispenza,Healing Matrix,/series/healing-matrix,S1:Ep34
Health & Healing,Cancer,/topic/cancer,episodes,Natural Cancer Therapies with Dr. Dan Rogers,/video/natural-cancer-therapies-dr-dan-rogers,Food Matters Mastery,/series/food-matters-mastery,S1:Ep31
Health & Healing,Cancer,/topic/cancer,episodes,Eric Pearl on Miracle Healings,/video/eric-pearl-miracle-healings,Inspirations,/series/inspirations,S2:Ep11
Health & Healing,Cancer,/topic/cancer,episodes,Is There a Cure for Cancer?,/video/there-cure-cancer,Healing Matrix,/series/healing-matrix,S3:Ep1
Health & Healing,Cancer,/topic/cancer,episodes,The Politics of Cancer with Charlotte Gerson,/video/politics-cancer-charlotte-gerson,Food Matters Mastery,/series/food-matters-mastery,S1:Ep24
Health & Healing,Cancer,/topic/cancer,episodes,Miracle Mineral Solution with Dennis Richard,/video/miracle-mineral-solution-dennis-richard,Healing Matrix,/series/healing-matrix,S1:Ep20
Health & Healing,Cancer,/topic/cancer,episodes,Living Miracles with Arielle Essex,/video/living-miracles-arielle-essex,On the Road with Lilou,/series/road-lilou,S2:Ep4
Health & Healing,Cancer,/topic/cancer,episodes,Antioxidants & Vitamin C with Dr. Ian Brighthope,/video/antioxidants-vitamin-c-dr-ian-brighthope,Food Matters Mastery,/series/food-matters-mastery,S1:Ep21
Health & Healing,Cancer,/topic/cancer,episodes,Failures of Cancer Research with Dr. Andrew Saul,/video/failures-cancer-research-dr-andrew-saul,Food Matters Mastery,/series/food-matters-mastery,S1:Ep22
Health & Healing,Cancer,/topic/cancer,episodes,Larry Dossey on the Healing Power of Prayer,/video/larry-dossey-healing-power-prayer,Inspirations,/series/inspirations,S1:Ep16
Health & Healing,Cancer,/topic/cancer,episodes,Dying to Be Me with Anita Moorjani,/video/dying-be-me-anita-moorjani,Inspirations,/series/inspirations,S6:Ep11
Health & Healing,Cancer,/topic/cancer,episodes,Kris Carr Mastery,/video/kris-carr-mastery,Hungry For Change Mastery,/series/hungry-change-mastery,S1:Ep4
Health & Healing,Cancer,/topic/cancer,episodes,Evita Ramparte Mastery,/video/evita-ramparte-mastery,Hungry For Change Mastery,/series/hungry-change-mastery,S1:Ep10
Health & Healing,Cancer,/topic/cancer,episodes,Full-Spectrum Cancer Therapy with James Forsythe,/video/full-spectrum-cancer-therapy-james-forsythe,Healing Matrix,/series/healing-matrix,S1:Ep18
Health & Healing,Cancer,/topic/cancer,episodes,David Spiegel on the Cortisol Cancer link,/video/david-spiegel-cortisol-cancer-link,Conscious Media Network,/series/conscious-media-network,S5:Ep11
Health & Healing,Cancer,/topic/cancer,episodes,"Lorraine Day on Cancer, AIDS and Vaccines",/video/lorraine-day-cancer-aids-and-vaccines,Conscious Media Network,/series/conscious-media-network,S2:Ep29
Health & Healing,Cancer,/topic/cancer,episodes,Dean Shrock on Why Love Heals,/video/dean-shrock-why-love-heals,Conscious Media Network,/series/conscious-media-network,S5:Ep32
Health & Healing,Cancer,/topic/cancer,episodes,Lorraine Day on Cancer and Faith,/video/lorraine-day-cancer-and-faith,Conscious Media Network,/series/conscious-media-network,S2:Ep8
Health & Healing,Cancer,/topic/cancer,episodes,Charlotte Gerson on Gerson Cancer Therapy,/video/charlotte-gerson-gerson-cancer-therapy,Conscious Media Network,/series/conscious-media-network,S5:Ep16
Health & Healing,Energy Healing,/topic/energy-healing,videos,Down to Earth,/video/down-to-earth,,,
Health & Healing,Energy Healing,/topic/energy-healing,videos,The Way of Miracles,/video/the-way-of-miracles,,,
Health & Healing,Energy Healing,/topic/energy-healing,videos,Heal for Free,/video/heal-free,,,
Health & Healing,Energy Healing,/topic/energy-healing,videos,The Healing Field,/video/healing-field,,,
Health & Healing,Energy Healing,/topic/energy-healing,videos,Sensitive: The Untold Story,/video/sensitive-untold-story,,,
Health & Healing,Energy Healing,/topic/energy-healing,videos,The Living Matrix,/video/living-matrix,,,
Health & Healing,Energy Healing,/topic/energy-healing,videos,Healing the Luminous Body,/video/healing-luminous-body,,,
Health & Healing,Energy Healing,/topic/energy-healing,videos,We Are Sound  [subtitles],/video/we-are-sound-subtitles,,,
Health & Healing,Energy Healing,/topic/energy-healing,videos,Beyond Belief,/video/beyond-belief,,,
Health & Healing,Energy Healing,/topic/energy-healing,series,Fractal Universe: Meditations for Conscious Elevation,/series/fractal-universe-meditations-conscious-elevation,,,
Health & Healing,Energy Healing,/topic/energy-healing,series,Sacred Power,/series/sacred-power,,,
Health & Healing,Energy Healing,/topic/energy-healing,series,Hypnotherapy for Better Sleep,/series/hypnotherapy-for-better-sleep,,,
Health & Healing,Energy Healing,/topic/energy-healing,series,Visualization For Health With Jon Gabriel,/series/visualization-health-jon-gabriel,,,
Health & Healing,Energy Healing,/topic/energy-healing,series,Everyday Tapping: A Proven Stress Management Technique,/series/everyday-tapping-proven-stress-management-technique,,,
Health & Healing,Energy Healing,/topic/energy-healing,episodes,How Does Crystal Healing Work?,/video/how-does-crystal-healing-work,"Crystals: Healing, Manifestation & Alchemy",/series/crystals-healing-manifestation-alchemy,S1:Ep2
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Blessing of the Energy Centers,/video/blessing-energy-centers,Rewired,/series/rewired,S1:Ep13
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Power of the Third Eye,/video/power-of-the-third-eye,Channeling: A Bridge to the Beyond,/series/channeling-a-bridge-to-the-beyond,S1:Ep6
Health & Healing,Energy Healing,/topic/energy-healing,episodes,The Power of Sound with Jill Purce,/video/power-sound-jill-purce,Open Minds,/series/open-minds,S12:Ep8
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Triggering Self-Healing,/video/triggering-self-healing,Missing Links,/series/missing-links,S1:Ep12
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Medical Intuition,/video/medical-intuition-1,Sacred Power,/series/sacred-power,S1:Ep1
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Self Esteem,/video/self-esteem-5,Sacred Power,/series/sacred-power,S1:Ep2
Health & Healing,Energy Healing,/topic/energy-healing,episodes,The Power of Choice,/video/power-choice-1,Sacred Power,/series/sacred-power,S1:Ep3
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Why People Don't Heal,/video/why-people-dont-heal,Sacred Power,/series/sacred-power,S1:Ep4
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Opening the Heart Gateway,/video/opening-heart-gateway,Mystery Teachings,/series/mystery-teachings,S2:Ep13
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Accessing Universal Consciousness,/video/accessing-universal-consciousness,Mystery Teachings,/series/mystery-teachings,S2:Ep14
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Higher States of Emotions,/video/higher-states-emotions,Mystery Teachings,/series/mystery-teachings,S2:Ep11
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Defy Gravity,/video/defy-gravity,Sacred Power,/series/sacred-power,S1:Ep5
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Tarot Keys & Modern Psychology,/video/tarot-keys-modern-psychology,Beyond Belief,/series/beyond-belief,S21:Ep8
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Visualize Healing,/video/visualize-healing,Visualization For Health With Jon Gabriel,/series/visualization-health-jon-gabriel,S1:Ep3
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Releasing Stress,/video/releasing-stress-0,Hypnotherapy for Better Sleep,/series/hypnotherapy-for-better-sleep,S1:Ep4
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Healing in the Quantum Field of Potentials with Joe Dispenza,/video/healing-quantum-field-potentials-joe-dispenza,Open Minds,/series/open-minds,S4:Ep33
Health & Healing,Energy Healing,/topic/energy-healing,episodes,The Power of Energy Healing,/video/the-power-of-energy-healing,Beyond Belief,/series/beyond-belief,S19:Ep18
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Accessing Body Energy Intelligence,/video/accessing-body-energy-intelligence,Open Minds,/series/open-minds,S22:Ep15
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Chakras and Healing Trauma,/video/chakras-and-healing-trauma,Healing Matrix,/series/healing-matrix,S4:Ep9
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Unwinding After a Busy Day,/video/unwinding-after-a-busy-day,Hypnotherapy for Better Sleep,/series/hypnotherapy-for-better-sleep,S1:Ep2
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Psychosomatic Spiritual Healing with Shamini Jain,/video/psychosomatic-spiritual-healing-shamini-jain,Open Minds,/series/open-minds,S12:Ep10
Health & Healing,Energy Healing,/topic/energy-healing,episodes,David Scrimgeour on Healing from the Soul,/video/david-scrimgeour-healing-soul,Healing Matrix,/series/healing-matrix,S1:Ep1
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Frequencies of Healing with Gail Lynn,/video/frequencies-healing-gail-lynn,Open Minds,/series/open-minds,S16:Ep2
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Healing Meditation,/video/healing-meditation,Kundalini Meditation with Krishna Kaur,/series/kundalini-meditation-krishna-kaur,S1:Ep4
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Secrets of Aboriginal Healing with Robbie Holz,/video/secrets-aboriginal-healing-robbie-holz,Open Minds,/series/open-minds,S6:Ep16
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Deep Techniques for Healing,/video/deep-techniques-healing,Healing Matrix,/series/healing-matrix,S4:Ep6
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Nourishing Your Chakra Type,/video/nourishing-your-chakra-type,Open Minds,/series/open-minds,S20:Ep8
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Releasing Trauma from the Body,/video/releasing-trauma-body,Healing Matrix,/series/healing-matrix,S4:Ep7
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Guidance for Your Soul Contracts with Dr. Lauren Cielo,/video/guidance-your-soul-contracts-dr-lauren-cielo,Beyond Belief,/series/beyond-belief,S10:Ep7
Health & Healing,Energy Healing,/topic/energy-healing,episodes,Clearing Dark Energies with Deborah King,/video/clearing-dark-energies-deborah-king,Beyond Belief,/series/beyond-belief,S3:Ep19
